"","x"
"C3.Plants",1
"C4.Plants",1
"Camelops_hesternus",1
"Seeds.Fruits",2
"Neotoma_sp",2
"Sylvilagus_audubonii",2
"Sylvilagus_floridanus",2
"Canis_latrans",2
"Reithrodontomys_sp",2
"Dipodomys_elator",2
"Spermophilus_sp",2
"Synaptomys_cooperi",2
"Microtus_sp",2
"Cynomys_ludovicianus",2
"Peromyscus_sp",2
"Insects",3
"Blarina_carolinensis",3
"Scalopus_aquaticus",3
"Fish",4
"Panthera_onca_pleistocene",5
"Canis_dirus",5
"Equus_small",5
"Equus_large",5
"Bison_antiquus",5
"Ursus_americanus",5
